1743,20:11:15,20216812083,5,550
1744,21:11:15,20216812083,5,550
1745,22:11:15,20216812083,5,550
1746,23:11:15,20216812083,5,550
1747,0:11:15,20216812083,5,550
1748,1:11:15,20216812083,5,550
1749,2:11:15,20216812083,5,550
1750,3:11:15,20216812083,5,550
1751,4:11:15,20216812083,5,550
1752,5:11:15,20216812083,5,550
1753,6:11:15,20216812083,5,550
1754,7:11:15,20216812083,5,550
1755,8:11:15,20216812083,5,550
1756,9:11:15,20216812083,5,550
1757,10:11:15,20216812083,5,550
1758,11:11:15,20216812083,5,550
1759,12:11:15,20216812083,5,550
1760,13:11:15,20216812083,5,550
1761,14:11:15,20216812083,5,550
1762,15:11:15,20216812083,5,550
1763,16:11:15,20216812083,5,550
1764,17:11:15,20216812083,5,550
1765,18:11:15,20216812083,5,550
1766,19:11:15,20216812083,5,550
1767,20:11:15,20216812083,5,550
1768,21:11:15,20216812083,5,550
1769,22:11:15,20216812083,5,550
1770,23:11:15,20216812083,5,550
1771,0:11:15,20216812083,5,550
1772,1:11:15,20216812083,5,550
1773,2:11:15,20216812083,5,550
1774,3:11:15,20216812083,5,550
1775,4:11:15,20216812083,5,550
1776,5:11:15,20216812083,5,550
1777,6:11:15,20216812083,5,550
1778,7:11:15,20216812083,5,550
1779,8:11:15,20216812083,5,550
1780,9:11:15,20216812083,5,550
1781,10:11:15,20216812083,5,550
1782,11:11:15,20216812083,5,550
1783,12:11:15,20216812083,5,550
1784,13:11:15,20216812083,5,550
1785,14:11:15,20216812083,5,550
1786,15:11:15,20216812083,5,550
1787,16:11:15,20216812083,5,550
1788,17:11:15,20216812083,5,550
1789,18:11:15,20216812083,5,550
1790,19:11:15,20216812083,5,550
1791,20:11:15,20216812083,5,550
1792,21:11:15,20216812083,5,550
1793,22:11:15,20216812083,5,550
1794,23:11:15,20216812083,5,550
1795,0:11:15,20216812083,5,550
1796,1:11:15,20216812083,5,550
1797,2:11:15,20216812083,5,550
1798,3:11:15,20216812083,5,550
1799,4:11:15,20216812083,5,550
1800,5:11:15,20216812083,5,550
1801,6:11:15,20216812083,5,550
1802,7:11:15,20216812083,5,550
1803,8:11:15,20216812083,5,550
1804,9:11:15,20216812083,5,550
1805,10:11:15,20216812083,5,550
1806,11:11:15,20216812083,5,550
1807,12:11:15,20216812083,5,550
1808,13:11:15,20216812083,5,550
1809,14:11:15,20216812083,5,550
1810,15:11:15,20216812083,5,550
1811,16:11:15,20216812083,5,550
1812,17:11:15,20216812083,5,550
1813,18:11:15,20216812083,5,550
1814,19:11:15,20216812083,5,550
1815,20:11:15,20216812083,5,550
1816,21:11:15,20216812083,5,550
1817,22:11:15,20216812083,5,550
1818,23:11:15,20216812083,5,550
1819,0:11:15,20216812083,5,550
1820,1:11:15,20216812083,5,550
1821,2:11:15,20216812083,5,550
1822,3:11:15,20216812083,5,550
1823,4:11:15,20216812083,5,550
1824,5:11:15,20216812083,5,550
1825,6:11:15,20216812083,5,550
1826,7:11:15,20216812083,5,550
1827,8:11:15,20216812083,5,550
1828,9:11:15,20216812083,5,550
1829,10:11:15,20216812083,5,550
1830,11:11:15,20216812083,5,550
1831,12:11:15,20216812083,5,550
1832,13:11:15,20216812083,5,550
1833,14:11:15,20216812083,5,550
1834,15:11:15,20216812083,5,550
1835,16:11:15,20216812083,5,550
1836,17:11:15,20216812083,5,550
1837,18:11:15,20216812083,5,550
1838,19:11:15,20216812083,5,550
1839,20:11:15,20216812083,5,550
1840,21:11:15,20216812083,5,550
1841,22:11:15,20216812083,5,550
1842,23:11:15,20216812083,5,550
